time,couch_lamp,water_heater,washing_machine,alienware_laptop,tv,phone_charger,ipad_charger,desk_lamp,microwave,fridge
2020-4-29 16:19:40,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:19:50,4.271120160420532,0.0,0.0,44.46900579390751,2.150456925883877,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:20:0,2.142283508324907,0.0,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:20:10,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:20:20,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:20:30,4.271120160420532,0.0,0.0,40.235233770192494,2.150456925883877,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:20:40,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:20:50,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:21:0,4.271120160420532,0.0,2.112530461788026,38.1183389437235,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:21:10,4.271120160420532,0.0,0.0,40.235233770192494,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:21:20,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:21:30,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:21:40,4.271120160420532,0.0,0.0,40.235233770192494,2.150456925883877,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:21:50,2.142283508324907,0.0,0.0,40.235233770192494,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:22:0,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:22:10,4.271120160420532,0.0,0.0,59.287022770068965,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:22:20,4.271120160420532,0.0,0.0,40.235233770192494,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:22:30,4.271120160420532,0.0,2.112530461788026,46.58588299115355,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:22:40,2.142283508324907,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:22:50,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:23:0,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:23:10,4.271120160420532,0.0,0.0,42.35212272025383,2.150456925883877,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:23:20,4.271120160420532,0.0,2.112530461788026,42.35212272025383,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:23:30,4.271120160420532,0.0,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:23:40,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:23:50,4.271120160420532,2.1318808769973745,0.0,40.235233770192494,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:24:0,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:24:10,4.271120160420532,0.0,0.0,40.235233770192494,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:24:20,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:24:30,4.271120160420532,0.0,0.0,38.1183389437235,2.150456925883877,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:24:40,2.142283508324907,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:24:50,4.271120160420532,0.0,0.0,48.70275431199192,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:25:0,4.271120160420532,0.0,0.0,48.70275431199192,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:25:10,4.271120160420532,0.0,0.0,44.46900579390751,2.150456925883877,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:25:20,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:25:30,4.271120160420532,0.0,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:25:40,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:25:50,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:26:1,4.271120160420532,0.0,0.0,38.1183389437235,2.150456925883877,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:26:11,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:26:21,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:26:31,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:26:41,4.271120160420532,0.0,0.0,38.1183389437235,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:26:51,4.271120160420532,0.0,0.0,38.1183389437235,2.150456925883877,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:27:1,4.271120160420532,2.1318808769973745,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:27:11,4.271120160420532,0.0,0.0,67.75433176119283,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:27:21,4.271120160420532,0.0,0.0,67.75433176119283,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:27:31,4.271120160420532,0.0,0.0,52.9364793244457,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:27:41,2.142283508324907,0.0,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:27:51,4.271120160420532,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:28:1,4.271120160420532,0.0,2.112530461788026,59.287022770068965,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:28:11,2.142283508324907,0.0,0.0,52.9364793244457,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:28:21,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:28:31,4.271120160420532,0.0,0.0,50.81961975642264,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:28:41,2.142283508324907,0.0,0.0,52.9364793244457,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:28:51,4.271120160420532,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:29:1,4.271120160420532,0.0,0.0,50.81961975642264,2.150456925883877,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:29:11,4.271120160420532,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:29:21,4.271120160420532,0.0,0.0,50.81961975642264,0.0,2.1402467825824574,0.0,Nan,Nan,Nan
2020-4-29 16:29:31,4.271120160420532,0.0,0.0,57.170180831268866,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:29:41,4.271120160420532,0.0,2.112530461788026,48.70275431199192,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:29:51,4.271120160420532,0.0,0.0,46.58588299115355,2.150456925883877,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:30:1,4.271120160420532,0.0,0.0,74.10475180225536,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:30:11,4.271120160420532,0.0,0.0,50.81961975642264,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:30:21,4.271120160420532,0.0,0.0,48.70275431199192,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:30:31,4.271120160420532,0.0,0.0,46.58588299115355,2.150456925883877,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:30:41,4.271120160420532,0.0,0.0,50.81961975642264,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:30:51,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:31:1,2.142283508324907,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:31:11,4.271120160420532,0.0,0.0,52.9364793244457,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:31:21,4.271120160420532,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:31:31,4.271120160420532,0.0,0.0,46.58588299115355,2.150456925883877,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:31:41,4.271120160420532,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:31:51,4.271120160420532,0.0,0.0,48.70275431199192,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:32:1,4.271120160420532,0.0,0.0,50.81961975642264,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:32:11,4.271120160420532,0.0,0.0,65.63751332802336,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:32:21,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:32:31,4.271120160420532,0.0,0.0,61.40385883246142,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:32:41,4.271120160420532,0.0,0.0,59.287022770068965,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:32:51,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:33:1,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:33:11,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:33:21,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:33:31,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:33:41,4.271120160420532,0.0,0.0,44.46900579390751,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:33:51,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:34:1,4.271120160420532,0.0,0.0,50.81961975642264,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:34:11,4.271120160420532,0.0,2.112530461788026,50.81961975642264,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:34:21,2.142283508324907,0.0,0.0,59.287022770068965,2.150456925883877,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:34:31,4.271120160420532,0.0,0.0,48.70275431199192,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:34:41,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:34:51,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,Nan,Nan,Nan
2020-4-29 16:35:1,4.271120160420532,0.0,0.0,46.58588299115355,2.150456925883877,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:35:11,4.271120160420532,0.0,0.0,50.81961975642264,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:35:21,4.271120160420532,0.0,0.0,55.05333301606112,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:35:31,4.271120160420532,0.0,0.0,55.05333301606112,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:35:41,2.142283508324907,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:35:51,4.271120160420532,0.0,0.0,46.58588299115355,2.150456925883877,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:36:1,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:36:11,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:36:21,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:36:31,4.271120160420532,0.0,0.0,50.81961975642264,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:36:41,4.271120160420532,0.0,0.0,48.70275431199192,2.150456925883877,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:36:51,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:37:1,4.271120160420532,0.0,2.112530461788026,57.170180831268866,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:37:11,2.142283508324907,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:37:21,4.271120160420532,0.0,0.0,50.81961975642264,2.150456925883877,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:37:31,4.271120160420532,0.0,0.0,50.81961975642264,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:37:41,4.271120160420532,0.0,0.0,52.9364793244457,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:37:51,4.271120160420532,0.0,0.0,63.520689018446205,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:38:1,4.271120160420532,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:38:11,4.271120160420532,0.0,0.0,48.70275431199192,2.150456925883877,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:38:21,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,0.0,0.0
2020-4-29 16:38:31,4.271120160420532,0.0,2.112530461788026,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:38:41,4.271120160420532,0.0,0.0,46.58588299115355,0.0,2.1402467825824574,0.0,0.0,2.170660471198601,0.0
