time,couch_lamp,water_heater,washing_machine,alienware_laptop,tv,phone_charger,ipad_charger,desk_lamp,microwave,fridge
2020-4-29 16:4:40,4.271120160420532,0.0,0.0,44.46900579390751,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:4:50,4.271120160420532,0.0,0.0,46.58588299115355,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:5:0,4.271120160420532,0.0,0.0,44.46900579390751,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:5:10,4.271120160420532,0.0,0.0,44.46900579390751,2.150456925883877,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:5:20,4.271120160420532,0.0,0.0,46.58588299115355,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:5:30,4.271120160420532,0.0,0.0,44.46900579390751,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:5:40,4.271120160420532,0.0,0.0,46.58588299115355,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:5:50,4.271120160420532,0.0,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:6:0,4.271120160420532,0.0,0.0,46.58588299115355,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:6:10,4.271120160420532,0.0,0.0,46.58588299115355,0.0,8.524471254798732,0.0,0.0,0.0,0.0
2020-4-29 16:6:20,4.271120160420532,0.0,0.0,46.58588299115355,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:6:30,4.271120160420532,0.0,0.0,46.58588299115355,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:6:40,4.271120160420532,0.0,0.0,46.58588299115355,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:6:50,4.271120160420532,0.0,0.0,59.287022770068965,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:7:0,4.271120160420532,0.0,0.0,50.81961975642264,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:7:10,4.271120160420532,0.0,0.0,55.05333301606112,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:7:20,4.271120160420532,0.0,0.0,61.40385883246142,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:7:30,2.142283508324907,0.0,0.0,52.9364793244457,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:7:40,4.271120160420532,0.0,0.0,52.9364793244457,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:7:50,4.271120160420532,0.0,0.0,57.170180831268866,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:8:0,4.271120160420532,0.0,0.0,46.58588299115355,0.0,8.524471254798732,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:8:10,4.271120160420532,0.0,0.0,61.40385883246142,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:8:20,2.142283508324907,0.0,0.0,59.287022770068965,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:8:30,4.271120160420532,0.0,0.0,59.287022770068965,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:8:40,4.271120160420532,0.0,0.0,46.58588299115355,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:8:50,4.271120160420532,0.0,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,0.0,2.103410989733614
2020-4-29 16:9:0,4.271120160420532,0.0,0.0,55.05333301606112,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:9:10,4.271120160420532,0.0,0.0,52.9364793244457,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:9:20,4.271120160420532,0.0,0.0,44.46900579390751,2.150456925883877,8.524471254798732,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:9:30,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:9:40,4.271120160420532,0.0,0.0,42.35212272025383,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:9:50,4.271120160420532,0.0,0.0,42.35212272025383,0.0,8.524471254798732,0.0,0.0,0.0,0.0
2020-4-29 16:10:0,4.271120160420532,0.0,0.0,42.35212272025383,0.0,8.524471254798732,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:10:10,4.271120160420532,0.0,2.112530461788026,40.235233770192494,2.150456925883877,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:10:20,4.271120160420532,0.0,0.0,38.1183389437235,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:10:30,4.271120160420532,0.0,0.0,38.1183389437235,0.0,8.524471254798732,0.0,0.0,0.0,0.0
2020-4-29 16:10:40,4.271120160420532,0.0,0.0,38.1183389437235,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:10:50,4.271120160420532,0.0,0.0,38.1183389437235,2.150456925883877,8.524471254798732,0.0,0.0,0.0,0.0
2020-4-29 16:11:0,2.142283508324907,0.0,0.0,40.235233770192494,0.0,8.524471254798732,0.0,0.0,0.0,0.0
2020-4-29 16:11:10,4.271120160420532,0.0,0.0,38.1183389437235,0.0,8.524471254798732,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:11:20,4.271120160420532,0.0,0.0,40.235233770192494,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:11:30,4.271120160420532,0.0,0.0,38.1183389437235,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:11:40,4.271120160420532,0.0,0.0,40.235233770192494,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:11:50,2.142283508324907,2.1318808769973745,0.0,42.35212272025383,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:12:0,4.271120160420532,0.0,0.0,40.235233770192494,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:12:10,4.271120160420532,0.0,0.0,38.1183389437235,2.150456925883877,8.524471254798732,0.0,0.0,0.0,0.0
2020-4-29 16:12:20,2.142283508324907,0.0,0.0,38.1183389437235,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:12:30,4.271120160420532,0.0,0.0,40.235233770192494,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:12:40,4.271120160420532,0.0,0.0,38.1183389437235,0.0,6.396407914081909,0.0,0.0,0.0,2.103410989733614
2020-4-29 16:12:50,4.271120160420532,0.0,0.0,61.40385883246142,2.150456925883877,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:13:0,4.271120160420532,0.0,0.0,67.75433176119283,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:13:10,4.271120160420532,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:13:20,4.271120160420532,0.0,2.112530461788026,38.1183389437235,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:13:30,4.271120160420532,0.0,0.0,38.1183389437235,2.150456925883877,6.396407914081909,0.0,0.0,2.170660471198601,2.103410989733614
2020-4-29 16:13:40,4.271120160420532,0.0,0.0,38.1183389437235,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:13:50,4.271120160420532,0.0,0.0,38.1183389437235,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:14:0,2.142283508324907,0.0,0.0,65.63751332802336,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:14:10,4.271120160420532,0.0,2.112530461788026,55.05333301606112,2.150456925883877,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:14:20,4.271120160420532,0.0,0.0,52.9364793244457,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:14:30,2.142283508324907,2.1318808769973745,0.0,50.81961975642264,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:14:40,4.271120160420532,0.0,0.0,55.05333301606112,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:14:50,4.271120160420532,0.0,0.0,50.81961975642264,2.150456925883877,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:15:0,2.142283508324907,0.0,0.0,59.287022770068965,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:15:10,4.271120160420532,0.0,0.0,44.46900579390751,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:15:20,4.271120160420532,0.0,0.0,44.46900579390751,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:15:30,4.271120160420532,0.0,0.0,42.35212272025383,2.150456925883877,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:15:40,4.271120160420532,0.0,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:15:50,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:16:0,2.142283508324907,0.0,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:16:10,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:16:20,4.271120160420532,0.0,0.0,48.70275431199192,2.150456925883877,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:16:30,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:16:40,4.271120160420532,0.0,0.0,52.9364793244457,0.0,6.396407914081909,0.0,0.0,0.0,0.0
2020-4-29 16:16:50,4.271120160420532,0.0,0.0,50.81961975642264,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:17:0,4.271120160420532,0.0,0.0,42.35212272025383,2.150456925883877,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:17:10,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:17:20,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:17:30,4.271120160420532,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:17:40,4.271120160420532,0.0,0.0,48.70275431199192,2.150456925883877,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:17:50,4.271120160420532,0.0,2.112530461788026,44.46900579390751,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:18:0,4.271120160420532,0.0,0.0,50.81961975642264,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:18:10,4.271120160420532,0.0,0.0,46.58588299115355,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:18:20,4.271120160420532,0.0,0.0,46.58588299115355,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:18:30,2.142283508324907,0.0,0.0,44.46900579390751,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:18:40,4.271120160420532,0.0,0.0,50.81961975642264,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:18:50,4.271120160420532,0.0,0.0,52.9364793244457,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:19:0,4.271120160420532,0.0,0.0,67.75433176119283,0.0,4.268333090009818,0.0,0.0,0.0,0.0
2020-4-29 16:19:10,4.271120160420532,0.0,0.0,48.70275431199192,0.0,4.268333090009818,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:19:20,4.271120160420532,0.0,0.0,50.81961975642264,0.0,6.396407914081909,0.0,0.0,2.170660471198601,0.0
2020-4-29 16:19:30,4.271120160420532,0.0,0.0,42.35212272025383,0.0,4.268333090009818,0.0,0.0,0.0,0.0
