time,total,ipad,water_heater,lamp
2020-5-24 15:52:16,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:52:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:52:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:52:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:52:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:53:6,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:53:16,10.652523112160281,4.236948941954832,0.0,0.0
2020-5-24 15:53:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:53:36,10.652523112160281,6.370479708832963,2.1978764759003036,0.0
2020-5-24 15:53:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:53:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:54:6,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 15:54:16,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:54:26,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 15:54:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:54:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:54:56,10.652523112160281,4.236948941954832,0.0,0.0
2020-5-24 15:55:6,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:55:16,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:55:26,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 15:55:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:55:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:55:56,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 15:56:6,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:56:16,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:56:26,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 15:56:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:56:46,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 15:56:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:57:6,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 15:57:16,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 15:57:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:57:36,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 15:57:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:57:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:58:6,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 15:58:16,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:58:26,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 15:58:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:58:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:58:56,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 15:59:6,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 15:59:16,10.652523112160281,4.236948941954832,0.0,0.0
2020-5-24 15:59:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:59:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 15:59:46,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 15:59:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:0:6,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:0:16,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:0:26,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:0:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:0:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:0:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:1:6,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:1:16,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:1:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:1:36,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:1:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:1:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:2:6,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:2:16,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:2:26,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:2:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:2:46,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:2:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:3:6,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:3:16,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:3:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:3:36,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:3:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:3:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:4:6,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:4:16,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:4:26,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:4:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:4:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:4:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:5:6,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:5:16,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:5:26,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:5:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:5:46,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:5:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:6:6,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:6:16,10.652523112160281,4.236948941954832,2.1978764759003036,0.0
2020-5-24 16:6:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:6:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:6:46,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:6:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:7:6,10.652523112160281,4.236948941954832,0.0,0.0
2020-5-24 16:7:16,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:7:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:7:36,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:7:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:7:56,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:8:6,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:8:16,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:8:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:8:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:8:46,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:8:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:9:6,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:9:16,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:9:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:9:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:9:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:9:56,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:10:6,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:10:16,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:10:26,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:10:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:10:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:10:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:11:6,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:11:16,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:11:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:11:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:11:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:11:56,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:12:6,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:12:16,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:12:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:12:36,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:12:46,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:12:56,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:13:6,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:13:16,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:13:26,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:13:36,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:13:47,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:13:57,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:14:7,10.652523112160281,4.236948941954832,0.0,0.0
2020-5-24 16:14:17,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:14:27,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:14:37,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:14:47,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:14:57,10.652523112160281,6.370479708832963,2.1978764759003036,0.0
2020-5-24 16:15:7,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:15:17,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:15:27,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:15:37,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:15:47,10.652523112160281,6.370479708832963,0.0,0.0
2020-5-24 16:15:57,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:16:7,8.524471254798732,6.370479708832963,0.0,0.0
2020-5-24 16:16:17,10.652523112160281,4.236948941954832,0.0,0.0
2020-5-24 16:16:27,8.524471254798732,4.236948941954832,0.0,0.0
2020-5-24 16:16:37,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:16:47,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:16:57,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:17:7,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:17:17,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:17:27,44.69979109362845,4.236948941954832,0.0,36.00143824084686
2020-5-24 16:17:37,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:17:47,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:17:57,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:18:7,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:18:17,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:18:27,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:18:37,44.69979109362845,4.236948941954832,0.0,36.00143824084686
2020-5-24 16:18:47,44.69979109362845,4.236948941954832,0.0,36.00143824084686
2020-5-24 16:18:57,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:19:7,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:19:17,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:19:27,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:19:37,42.57192296995122,4.236948941954832,0.0,33.88453166156256
2020-5-24 16:19:47,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:19:57,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:20:7,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:20:17,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:20:27,44.69979109362845,4.236948941954832,0.0,36.00143824084686
2020-5-24 16:20:37,44.69979109362845,4.236948941954832,0.0,33.88453166156256
2020-5-24 16:20:47,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:20:57,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:21:7,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:21:17,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:21:27,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:21:37,44.69979109362845,4.236948941954832,0.0,36.00143824084686
2020-5-24 16:21:47,44.69979109362845,4.236948941954832,0.0,33.88453166156256
2020-5-24 16:21:57,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:22:7,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:22:17,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:22:27,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:22:37,44.69979109362845,4.236948941954832,0.0,36.00143824084686
2020-5-24 16:22:47,44.69979109362845,6.370479708832963,0.0,33.88453166156256
2020-5-24 16:22:57,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:23:7,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:23:17,44.69979109362845,6.370479708832963,0.0,36.00143824084686
2020-5-24 16:23:27,44.69979109362845,4.236948941954832,0.0,36.00143824084686
2020-5-24 16:23:37,42.57192296995122,4.236948941954832,0.0,36.00143824084686
